variant_id,source_variant_id,status
536a7260-6a7d-431e-9937-476a9ff210fb,45558197584100,draft
508b6063-c98a-4ad8-9be3-d40b87eb69eb,45558286614756,draft
a080a79d-5a87-4484-a047-6acd9f159c82,45578368123108,draft
7ee14b65-8e64-4731-a11d-a391a362a111,45578392076516,draft
df49fea8-15f5-401e-bd99-ecf0abfa1204,45660021129444,draft
22fb79d4-7694-46f8-888c-1b0125d77205,45694599495908,draft
a6c6a762-1148-4f6b-b761-77d3f90d5c6f,45697265991908,draft
9df9061b-c1e4-42fd-9d16-fca53a38ce12,45697282506980,draft
2b323636-232a-48bc-b025-4d0dbc904911,45700237066468,draft
520a38a0-104a-45c9-a23a-56795f4d1faf,45703521206500,draft
4beee659-6cc7-43ba-b6c9-f051bdbfe38c,45703567278308,draft
9569a2dd-588a-4751-bb10-1d28e53addda,45703638286564,draft
